Nom de la gare;Code UIC;Code postal;Segmentation;voyageurs 2016;volume total d'usagers 2016 (voyageurs+ non voyageurs);voyageurs 2015;volume total d'usagers 2015 (voyageurs+ non voyageurs);voyageurs 2014;volume total d'usagers 2014 (voyageurs+ non voyageurs)
Nortkerque;287292;62370;c;2312;;2586;;2866;
Notre Dame d'Oé;574699;37390;c;2655;;3593;;2843;
Jarnac-Charente;491472;16200;c;41501;;42040;;41540;
Jarville la Malgrange;141010;54140;c;29059;;25207;;35850;
Javel;393066;75015;b;3348000;;3348000;;3348000;
Jeumont;295014;59460;b;67532;;73446;;80591;
Jonzac;491142;17500;c;92130;;98399;;100572;
Joué lès Tours;571885;37300;c;56946;;62654;;60702;
Kerhuon;474213;29480;c;40904;;39476;;42649;
Koenigsmacker;191619;57110;c;1368;;1441;;1391;
Krimmeri Meinau;338525;67100;b;156336;;146845;;138992;
Kuntzig;191312;57110;c;1245;;1855;;1118;
La Basse Indre Saint-Herblain;481069;44610;c;29176;;24874;;25211;
La Bohalle;487843;49800;c;23130;;23869;;20585;
La Bourboule;641464;63150;c;7540;;9130;;9924;
La Charité;696195;58400;b;121673;;157778;;161839;
La Chaux des Crotenay;715383;39230;c;1371;;1600;;1199;
La Ciotat;751784;13600;b;407926;;392995;;402860;
La Clayette-Baudemont;694737;71800;c;23888;;26930;;25039;
La Coquille;592501;24450;c;20618;;20350;;19291;
La Couronne-Carro;753541;13500;c;32064;;34656;;37801;
La Croix de Méan;481689;44600;c;2205;;2948;;2350;
La Ferté Saint-Aubin;543124;45240;b;133558;;135260;;131281;
La Fontaine;286427;59136;c;5502;;4952;;5440;
La Forest;474221;29800;c;66237;;62720;;57765;
La Fresnais;478081;35111;c;15256;;14643;;14028;
La Grave-d'Ambarès;491274;33440;c;15838;;17075;;13068;
La Haluchère;590331;44000;c;85703;;89548;;47809;
La Hume;582635;33470;b;117088;;124186;;126608;
La Levade;775247;30110;c;310;;261;;274;
La Membrolle sur Choisille;571513;37390;c;1668;;1631;;1360;
La Mothe Achard;486423;85150;c;51267;;48469;;44491;
La Mothe Saint-Héray;485508;79800;c;2632;;2611;;1932;
La Norville Saint-Germain les Arpajon;545459;91290;b;572400;;572400;;572400;
La Souterraine;592378;23300;b;174657;;179969;;180407;
La Teste;582643;33260;b;311708;;327322;;318511;
La Trinité Victor;756767;6340;c;29415;;26260;;15040;
La Valbonne;723577;1360;b;173519;;176603;;176227;
La Verpilliere;723395;38290;b;723477;;744220;;752246;
La Verrière;393256;78320;b;5110702;;5761800;;5761800;
Labarthe Inard;611129;31800;c;1093;;743;;261;
L'Aigle;444638;61300;b;129100;;119330;;152353;
Laissac;783761;12310;c;1284;;1313;;859;
Lamagistère;611855;82360;c;20108;;20486;;19121;
Lamballe;473108;22400;b;410425;;405634;;419588;
Lamothe Montravel;584151;24230;c;5999;;6216;;4755;
Lamotte Beuvron;543140;41600;b;183616;;198278;;198556;
Laneuveville devant Nancy;141093;54410;c;8531;;9054;;12193;
Langon;582775;33210;b;613419;;629871;;621597;
Langres;142091;52200;c;76717;;82285;;80324;
Laon;296012;2000;b;777328;;805082;;842067;
Larche;594424;19600;c;147;;356;;114;
Lardenne;611939;31000;c;15555;;16113;;17085;
Lardy;545160;91510;b;421200;;421200;;421200;
L'Argentière les Ecrins;763557;5120;c;31325;;33709;;35576;
Lavaur;615476;81500;b;133332;;149075;;143720;
Lavoute sur Loire;734707;43800;c;9154;;9493;;9592;
Le Buet;746883;74660;c;3934;;3889;;1129;
Le Bugue;595744;24260;c;12554;;12608;;11974;
Le Coudray-Montceaux;681635;91830;c;86400;;86400;;59400;
Le Creusot;694000;71200;b;105894;;107672;;136980;
Le Dramont;757542;83530;c;6568;;6505;;6978;
Le Lioran;645473;15300;c;28092;;24291;;21690;
Le Mée;682179;77350;b;2035800;;2035800;;2003400;
Le Meridien la Ferrière;721522;69260;c;149777;;124527;;134424;
Le Mont Dore;641472;63240;c;5748;;9172;;9935;
Le Pallet;481424;44330;b;151757;;145536;;143698;
Le Perray;393298;78610;b;745200;;745200;;745200;
Le Puy en Velay;734699;43000;b;224116;;236748;;202442;
Le Raincy-Villemomble-Montfermeil;113472;93250;b;8091806;;7738200;;7738200;
Le Soler;784512;66270;c;3557;;5218;;3005;
Le Teich;582601;33470;b;184579;;191308;;187975;
Le Teil;764472;;c;2208;;4903;;4571;
Le Theil la Rouge;396333;61260;c;18476;;20051;;16804;
Le Trayas;757575;83700;c;4785;;5124;;5899;
Le Valdahon Camp militaire;718601;25800;c;2973;;3774;;2120;
Les Arcs Draguignan;755447;83460;a;599533;;637030;;641991;
Les Bons-Pères;297515;59131;c;604;;824;;900;
Les Bossons;746768;74400;c;6475;;7050;;7701;
Les Boullereaux-Champigny;113779;94500;b;2435400;;2219400;;2219400;
Les Deux-Jumeaux;677104;64700;c;21981;;23011;;24858;
Les Echets;723718;1700;c;149547;;142769;;127445;
Les Eyzies;595736;24620;c;21343;;19903;;21896;
Les Moussoux;746818;74400;c;2467;;2073;;2355;
Les Praz de Chamonix;746826;74400;c;7550;;7122;;7703;
Les Tines;746834;74400;c;2663;;2471;;1791;
Lesquin;286849;59810;b;160957;;162050;;173318;
L'Herbergement les Brouzils;486126;85260;c;82615;;72591;;66789;
L'Hospitalet pres l'Andorre;611517;9390;c;16746;;17971;;50327;
Liancourt-Rantigny;276212;60140;b;277582;;271224;;274625;
Liernais;694497;24430;c;1051;;1133;;730;
Lièvin;345041;62800;c;34834;;37095;;37564;
Liguge;575274;86240;c;5249;;5481;;4855;
Lille CHR;109306;59000;b;223040;;219075;;225170;
Lille Porte de Douai;287250;59000;c;20164;;18791;;16020;
Lillers;342238;62190;b;251731;;267988;;254692;
Limersheim;212274;37150;c;79794;;86093;;77748;
Limoux-Flassian;598755;11300;c;3050;;4626;;4425;
Lison;447219;14330;b;178179;;174642;;185468;
Liverdun;141069;54460;c;19615;;18340;;20410;
Livry sur Seine;682401;77000;c;75600;;75600;;75600;
Lizy sur Ourcq;116632;77440;b;302400;;302400;;237600;
Liesle;718130;25440;c;5871;;8694;;9974;
Lieusaint-Moissy;682153;77127;b;5421600;;5421600;;4822200;
Lille Europe;223263;59777;a;7133768;11293010;7447028;11820680;7070203;11222544
Lille Flandres;286005;59000;a;18023854;26010709;18384462;26644147;18502164;26814730
Limay;381582;78520;b;491400;;432000;;432000;
Limeyrat;595553;24210;c;553;;632;;109;
Lingolsheim;214502;67380;c;75190;;76121;;71319;
Lisieux;444265;14100;a;1066761;;1064978;;1078445;
L'Isle sur Sorgue Fontaine de Vaucluse;765479;84800;b;101970;;106424;;109533;
L'Isthme;476275;56170;c;1710;;2283;;2784;
Loivre;171728;51220;c;32615;;30345;;32334;
Longpré les Corps Saints;313122;80510;b;143356;;146422;;142326;
Lons Le Saunier;718239;39000;b;331861;;341553;;343870;
Loos en Gohelle;345033;65750;c;9264;;9018;;9385;
Lorraine TGV;142109;57420;a;549055;920311;679082;;580236;
Louhans;713735;71500;c;21633;;24950;;26872;
Lourdes;671339;65100;a;675164;;686179;;687291;
Loures Barbazan;611178;65370;c;803;;855;;1042;
Louroux de Bouble;641050;3330;c;2334;;3307;;2721;
Louveciennes;382457;78430;b;928800;;880200;;878465;
Louverné;478511;53950;c;819;;1490;;1310;
Luc Primaube;615773;12450;c;4729;;5251;;3419;
Luçay le Mâle;576363;36360;c;13942;;15273;;11584;
Luçon;486258;85400;c;51373;;56877;;59303;
Lusignan;485540;86600;c;41842;;45201;;41716;
Lussac les Châteaux;575845;86320;c;26041;;24472;;23977;
Luzenac-Garanou;611558;9250;c;9901;;9509;;10643;
Lycée Henri Sellier;988717;93190;b;1252800;;1252800;;1155600;
Lyon Jean Macé;282624;69007;b;636266;;597232;;568178;
Lyon Part Dieu;723197;69003;a;29876563;47164337;31993238;50782918;31683086;50290613
Lyon Saint-Exupéry TGV;762906;69125;a;1239397;3179968;1264521;;1185738;
Lyon Vaise;721001;6009;b;550087;;574822;;558019;
Macau;581199;33460;c;26654;;35027;;41984;
Machilly;745588;74140;c;17650;;16936;;15154;
Maisons Laffitte;386425;78600;b;6517192;;6690600;;6674211;
Manlay;694521;21430;c;318;;343;;106;
Maresquel;317206;62990;c;399;;499;;190;
Mareuil sur Ourcq;116665;60890;c;26883;;21845;;22195;
Margaux;581215;33460;c;20957;;27088;;31661;
Marignac-Saint-Béat;611194;31440;c;2847;;3078;;3656;
Marignier;746347;74970;c;105884;;101360;;86953;
Marlieux Chatillon;723767;1240;c;96755;;99778;;91565;
Marmagne sous Creusot;694182;71710;c;105;;160;;12883;
Marquixanes;784629;66320;c;2272;;2886;;1529;
Marseille-Blancarde;751081;13004;b;351112;;292505;;269576;
Massérac;471227;44290;c;9181;;11710;;12639;
Masseret;594820;19510;c;5045;;6555;;6026;
Massy TGV;393702;91300;a;2013034;3324154;1906692;2072491;1641999;1784781
Maubeuge;295006;59600;b;417607;;463229;;491554;
Maule;381723;78580;b;264600;;264600;;264600;
Mazingarbe;342121;62670;c;1453;;1249;;2000;
Mende;783605;48000;c;26755;;26912;;24940;
Mennessis;296434;2700;c;9713;;10471;;11541;
Menton-Garavan;756494;6500;b;155215;;168507;;170625;
Meru;313668;60110;b;829225;;787275;;726403;
Metz Nord;192070;57000;c;23085;;17017;;12822;
Metzervisse;191338;57940;c;6171;;6638;;7590;
Meudon Val Fleury;393082;92190;b;2775600;;2775600;;2775600;
Meulan-Hardricourt;381830;78250;b;405000;;459000;;459000;
Milly sur Thérain;313700;60112;c;8439;;8389;;10538;
Miraumont;342030;80300;c;16842;;17385;;15642;
